,sex,age,marital,is_parent,education_level,emplnw,disabled,party,ideology,race,income,hh1,number_in_hh,reg_voter,email_use,mobile_phone,home_int,broadband,smartphone,library_onsite,library_website,visit_freq,educ2_ordinal,inc_ordinal,libusea_ordinal,has_visited
485,Female,52,Married,No,HS Grad,Full Time,No,Republican,Consrv,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,7,1,Yes
486,Male,49,Married,No,Bach Degree,Full Time,No,Republican,Moderate,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,6,1,Yes
487,Female,44,Never Married,No,Assoc Degree,Full Time,No,No Preference,Refused,White,$10K-$20K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,5,2,1,Yes
488,Male,44,Married,Yes,Bach Degree,Full Time,No,Democrat,Moderate,White,$150K+,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,6,9,2,Yes
489,Male,60,Widowed,No,Some College,Retired,Yes,Republican,Consrv,White,Refused,1,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,4,0,0,No
490,Female,42,Married,Yes,Grad School,Retired,No,Democrat,Liberal,White,Refused,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,8,0,2,Yes
491,Male,22,Never Married,No,Bach Degree,Unemployed,Yes,No Preference,Very Liberal,White,<$10K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,6,1,2,Yes
492,Female,27,Married,Yes,HS Grad,Full Time,No,Independent,Moderate,White,$50K-$75K,2,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,3,6,2,Yes
493,Female,65,Never Married,No,Bach Degree,Full Time,Yes,Democrat,Liberal,White,$30K-$40K,1,Large City,Definitely,Yes,No,Yes,Dial-Up,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,6,4,2,Yes
494,Female,54,Married,No,Bach Degree,Part Time,No,Republican,Consrv,White,$40K-$50K,2,Large City,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Less Often,6,5,2,Yes
495,Female,67,Married,No,Some College,Retired,No,Independent,Liberal,White,$100K-$150K,2,Rural,Definitely,Yes,Yes,Yes,Dial-Up,Yes,"Yes, > 12 Mo.",Never,Unknown,4,8,1,Yes
496,Female,47,Married,No,HS Grad,Part Time,Yes,Unknown,Unknown,White,$40K-$50K,3,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,5,2,Yes
497,Female,40,Married,Yes,Some College,Full Time,No,Independent,Liberal,White,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Weekly,4,8,2,Yes
498,Male,55,Never Married,No,Assoc Degree,Full Time,No,Independent,Very Liberal,White,$50K-$75K,1,Rural,Definitely,Yes,Yes,Yes,Dial-Up,Yes,"Yes, < 12 Mo.",Never,Less Often,5,6,2,Yes
499,Male,26,Never Married,No,HS Grad,Unemployed,No,Independent,Moderate,White,$20K-$30K,1,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,3,3,2,Yes
500,Male,62,Married,No,Grad School,Retired,No,Democrat,Moderate,Black,Refused,1,Suburb,Definitely,No,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,8,0,0,No
501,Female,80,Widowed,No,Some HS,Retired,Yes,Republican,Unknown,White,$20K-$30K,1,Small City or Town,Definitely,Yes,Unknown,No,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,2,3,1,Yes
502,Female,27,Never Married,Yes,HS Grad,Unemployed,No,Republican,Consrv,Black,<$10K,1,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,3,1,2,Yes
503,Female,54,Married,No,Grad School,Retired,No,Republican,Moderate,White,$75K-$100K,4,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,8,7,2,Yes
504,Female,56,Married,No,Grad School,Full Time,No,Republican,Consrv,White,$75K-$100K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,8,7,1,Yes
505,Female,76,Widowed,No,Some College,Part Time,No,Refused,Consrv,White,Refused,1,Small City or Town,Definitely,Yes,Yes,No,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,4,0,1,Yes
506,Male,60,Married,No,Some College,Full Time,No,Republican,Very Consrv,White,Refused,3,Rural,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,4,0,1,Yes
507,Female,20,Never Married,No,Some College,Part Time,Yes,Independent,Liberal,White,Unknown,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,4,0,2,Yes
508,Male,82,Married,No,HS Grad,Unemployed,No,Republican,Consrv,White,Refused,2,Rural,Definitely,Yes,No,Yes,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,0,1,Yes
509,Male,21,Never Married,No,Assoc Degree,Part Time,No,Independent,Moderate,White,$75K-$100K,4,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,7,1,Yes
510,Female,38,Married,No,Bach Degree,Full Time,No,Democrat,Consrv,White,Refused,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,0,1,Yes
511,Female,81,Widowed,No,HS Grad,Retired,Yes,Democrat,Consrv,Black,$10K-$20K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
512,Female,46,Separated,No,Assoc Degree,Full Time,No,Independent,Moderate,White,$20K-$30K,2,Small City or Town,Definitely,Yes,Yes,Yes,None,Yes,"Yes, < 12 Mo.",Never,Monthly,5,3,2,Yes
513,Female,29,Married,Yes,Some College,Full Time,No,No Preference,Refused,White,$40K-$50K,4,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,5,1,Yes
514,Male,75,Married,No,Grad School,Retired,No,Independent,Moderate,White,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,8,8,1,Yes
515,Female,74,Married,No,Grad School,Retired,No,Democrat,Moderate,White,$75K-$100K,2,Small City or Town,Definitely,Yes,No,Yes,Dial-Up,No,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,8,7,1,Yes
516,Female,50,Cohabitating,No,HS Grad,Full Time,No,Refused,Moderate,White,<$10K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,1,2,Yes
517,Male,24,Cohabitating,Yes,HS Grad,Full Time,No,Democrat,Consrv,Black,<$10K,2,Small City or Town,Definitely,Yes,Yes,No,Unknown,Yes,Never,Never,Unknown,3,1,0,No
518,Male,32,Married,No,HS Grad,Full Time,No,No Preference,Moderate,White,Refused,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,0,0,No
519,Female,45,Divorced,No,Bach Degree,Full Time,No,Democrat,Liberal,White,$50K-$75K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,6,1,Yes
520,Female,24,Never Married,No,HS Grad,Full Time,No,Democrat,Liberal,Black,<$10K,1,Small City or Town,Probably,Yes,Yes,Yes,Cell Phone Only,Yes,"Yes, > 12 Mo.",Never,Unknown,3,1,1,Yes
521,Male,75,Married,No,HS Grad,Retired,No,Republican,Very Consrv,White,$40K-$50K,2,Small City or Town,Definitely,Yes,No,Yes,Dial-Up,No,"Yes, < 12 Mo.",Never,Monthly,3,5,2,Yes
522,Male,99,Never Married,No,HS Grad,Refused,No,No Preference,Very Consrv,White,$20K-$30K,1,Rural,Probably,No,No,Unknown,Unknown,Unknown,Never,Never,Unknown,3,3,0,No
523,Male,38,Never Married,No,HS Grad,Full Time,No,Democrat,Liberal,White,$30K-$40K,1,Rural,Definitely,Yes,Yes,No,Unknown,No,Never,Never,Unknown,3,4,0,No
524,Male,21,Never Married,No,Some College,Part Time,No,Independent,Liberal,White,<$10K,4,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,4,1,2,Yes
525,Female,16,Never Married,No,Some HS,Part Time,No,Independent,Moderate,White,<$10K,2,Rural,Probably,Yes,No,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,1,1,Yes
526,Female,24,Never Married,No,Grad School,Full Time,No,Democrat,Consrv,White,$100K-$150K,3,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,8,1,Yes
527,Female,67,Widowed,No,Grad School,Retired,Yes,Republican,Consrv,White,$50K-$75K,1,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,8,6,1,Yes
528,Male,37,Married,Yes,Assoc Degree,Full Time,No,Republican,Consrv,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,6,1,Yes
529,Female,73,Widowed,No,HS Grad,Retired,No,Republican,Moderate,White,$10K-$20K,2,Rural,Definitely,No,No,Unknown,Unknown,Yes,"Yes, < 12 Mo.",Never,Less Often,3,2,2,Yes
530,Female,68,Married,Yes,HS Grad,Retired,No,Democrat,Consrv,White,$40K-$50K,2,Rural,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,5,1,Yes
531,Female,60,Married,No,HS Grad,Full Time,No,Democrat,Consrv,White,$30K-$40K,2,Rural,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Less Often,3,4,2,Yes
532,Male,62,Married,No,HS Grad,Retired,Yes,Republican,Moderate,White,$50K-$75K,2,Rural,Definitely,Yes,No,Yes,Higher Speed,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
533,Female,67,Married,No,HS Grad,Retired,No,Republican,Very Consrv,White,$20K-$30K,2,Rural,Definitely,Yes,No,Yes,Dial-Up,No,"Yes, > 12 Mo.",Never,Unknown,3,3,1,Yes
534,Female,65,Widowed,No,Assoc Degree,Retired,No,Democrat,Consrv,White,Refused,1,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Weekly,5,0,2,Yes
535,Male,32,Married,Yes,HS Grad,Full Time,No,Republican,Liberal,White,$40K-$50K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,5,2,Yes
536,Male,54,Divorced,No,Some College,Retired,Yes,Independent,Moderate,White,$10K-$20K,1,Rural,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,4,2,1,Yes
537,Female,71,Widowed,No,Some HS,Other,No,Refused,Liberal,White,<$10K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,2,1,1,Yes
538,Female,70,Married,No,HS Grad,Retired,No,No Preference,Refused,White,$30K-$40K,2,Rural,Probably,Yes,No,No,Unknown,No,Never,Never,Unknown,3,4,0,No
539,Female,54,Widowed,Yes,HS Grad,Retired,Yes,Independent,Liberal,White,$20K-$30K,1,Small City or Town,Probably,Yes,No,Yes,Higher Speed,No,Never,Never,Unknown,3,3,0,No
540,Female,60,Divorced,No,Assoc Degree,Disabled,Yes,Independent,Moderate,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,5,6,1,Yes
541,Male,67,Married,No,HS Grad,Retired,No,Democrat,Moderate,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
542,Female,76,Married,No,HS Grad,Retired,No,Republican,Refused,White,Refused,2,Rural,Definitely,Yes,No,Yes,Dial-Up,Unknown,"Yes, > 12 Mo.",Never,Unknown,3,0,1,Yes
543,Female,77,Divorced,No,Some HS,Retired,Yes,No Preference,Liberal,White,Refused,1,Suburb,Probably,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,2,0,1,Yes
544,Female,78,Widowed,No,Grad School,Retired,No,Democrat,Liberal,White,Refused,1,Small City or Town,Definitely,Yes,No,Yes,None,No,Never,Never,Unknown,8,0,0,No
545,Female,66,Widowed,No,HS Grad,Retired,No,Independent,Moderate,White,$40K-$50K,2,Small City or Town,Definitely,Yes,No,Yes,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,3,5,1,Yes
546,Female,21,Never Married,No,Some College,Part Time,No,Democrat,Moderate,White,Unknown,4,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,4,0,0,No
547,Male,49,Married,Yes,HS Grad,Full Time,No,Republican,Consrv,White,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,6,0,No
548,Female,50,Never Married,No,HS Grad,Full Time,No,Republican,Consrv,White,$50K-$75K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,3,6,2,Yes
549,Male,17,Never Married,No,Some HS,Refused,No,Refused,Refused,White,<$10K,2,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,2,1,2,Yes
550,Female,62,Cohabitating,Unknown,HS Grad,Full Time,No,Democrat,Consrv,Black,$30K-$40K,3,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,4,0,No
551,Male,18,Never Married,No,HS Grad,Part Time,No,Independent,Moderate,White,$75K-$100K,4,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,3,7,2,Yes
552,Male,51,Cohabitating,Yes,Assoc Degree,Retired,Yes,Democrat,Very Liberal,Black,$10K-$20K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,2,1,Yes
553,Male,58,Married,No,Assoc Degree,Full Time,No,Republican,Consrv,White,Refused,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,0,1,Yes
554,Female,16,Never Married,No,Some HS,Unemployed,No,Independent,Liberal,Native American,$20K-$30K,2,Large City,Probably,Yes,Yes,Yes,Dial-Up,Yes,"Yes, < 12 Mo.",Never,Monthly,2,3,2,Yes
555,Female,58,Widowed,No,Assoc Degree,Full Time,No,Democrat,Consrv,Black,$40K-$50K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,5,1,Yes
556,Female,65,Never Married,No,Some College,Full Time,Yes,Democrat,Moderate,Black,$50K-$75K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,4,6,2,Yes
557,Female,24,Never Married,No,Grad School,Full Time,No,Independent,Moderate,White,$40K-$50K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,8,5,2,Yes
558,Male,59,Never Married,No,Grad School,Full Time,No,Democrat,Moderate,White,$100K-$150K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Weekly,8,8,2,Yes
559,Female,56,Never Married,No,Grad School,Full Time,No,Independent,Liberal,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,8,6,2,Yes
560,Male,67,Married,No,Bach Degree,Part Time,No,Independent,Moderate,White,$150K+,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,9,1,Yes
561,Female,58,Married,Yes,Grad School,Full Time,No,Republican,Moderate,White,Refused,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,8,0,2,Yes
562,Male,61,Never Married,No,Bach Degree,Full Time,No,Independent,Very Consrv,White,$100K-$150K,1,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Less Often,6,8,2,Yes
563,Female,79,Widowed,No,Bach Degree,Retired,No,Republican,Very Consrv,White,$100K-$150K,1,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,6,8,2,Yes
564,Female,24,Cohabitating,No,Some College,Part Time,No,Independent,Moderate,White,$20K-$30K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,3,1,Yes
565,Male,58,Married,No,Some College,Retired,No,Republican,Consrv,White,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,8,1,Yes
566,Female,72,Married,No,HS Grad,Retired,Yes,Democrat,Consrv,White,$50K-$75K,2,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,Never,Never,Unknown,3,6,0,No
567,Male,51,Divorced,No,HS Grad,Full Time,No,Republican,Consrv,White,$20K-$30K,3,Small City or Town,Definitely,Yes,Yes,No,Unknown,No,"Yes, < 12 Mo.",Never,Semi-Monthly,3,3,2,Yes
568,Male,58,Separated,No,HS Grad,Unemployed,Unknown,Independent,Liberal,Native American,<$10K,1,Suburb,Probably,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,3,1,1,Yes
569,Female,54,Widowed,No,HS Grad,Disabled,Yes,No Preference,Unknown,Black,$30K-$40K,2,Large City,Probably,Yes,Yes,Yes,Dial-Up,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,3,4,2,Yes
570,Female,17,Never Married,No,Some HS,Unemployed,No,Democrat,Very Consrv,Black,$10K-$20K,2,Small City or Town,Probably,Yes,Yes,Yes,Cell Phone Only,Yes,"Yes, < 12 Mo.",Never,Less Often,2,2,2,Yes
571,Male,72,Married,No,Grad School,Retired,No,Democrat,Liberal,White,$150K+,1,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,8,9,1,Yes
572,Male,73,Divorced,No,Grad School,Retired,No,Democrat,Liberal,White,$100K-$150K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,8,8,2,Yes
573,Female,43,Never Married,No,Bach Degree,Full Time,No,Democrat,Liberal,White,$100K-$150K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,6,8,2,Yes
574,Female,22,Cohabitating,No,Bach Degree,Part Time,No,Independent,Moderate,White,$40K-$50K,3,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,5,2,Yes
575,Male,70,Married,No,HS Grad,Retired,No,Democrat,Consrv,Black,$50K-$75K,3,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,3,6,2,Yes
576,Female,40,Married,No,Grad School,Full Time,No,Independent,Moderate,White,Unknown,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,0,1,Yes
577,Female,52,Never Married,No,HS Grad,Disabled,Yes,Independent,Refused,White,<$10K,8,Rural,Definitely,No,Yes,Yes,Dial-Up,Unknown,Never,Never,Unknown,3,1,0,No
578,Female,20,Never Married,No,HS Grad,Unemployed,No,Democrat,Liberal,Black,$20K-$30K,1,Rural,Probably,No,Yes,Yes,Refused,Yes,Never,Refused,Unknown,3,3,0,No
579,Female,64,Divorced,No,Assoc Degree,Full Time,No,Independent,Moderate,White,$40K-$50K,1,Rural,Definitely,Yes,No,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,5,5,1,Yes
580,Female,20,Married,No,Some College,Part Time,No,Democrat,Very Liberal,Black,<$10K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,4,1,2,Yes
581,Male,65,Cohabitating,No,Bach Degree,Retired,No,No Preference,Very Liberal,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,6,7,1,Yes
582,Female,63,Married,No,Some College,Full Time,No,Independent,Moderate,Other,$100K-$150K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,4,8,2,Yes
583,Male,59,Cohabitating,No,Assoc Degree,Full Time,No,Democrat,Liberal,Refused,$50K-$75K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,"Yes, > 12 Mo.",Unknown,5,6,0,No
584,Female,48,Married,Yes,Grad School,Full Time,No,Democrat,Moderate,Black,$150K+,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,8,9,2,Yes
585,Female,16,Never Married,No,Some HS,Unemployed,No,Democrat,Unknown,Black,$20K-$30K,2,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,"Yes, < 12 Mo.",Unknown,2,3,0,No
586,Female,53,Married,No,Bach Degree,Full Time,No,Republican,Very Consrv,White,$50K-$75K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,6,6,1,Yes
587,Female,22,Never Married,No,Grad School,Full Time,No,Democrat,Liberal,Asian,$20K-$30K,2,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,8,3,2,Yes
588,Female,65,Married,No,Bach Degree,Retired,No,Democrat,Moderate,White,$75K-$100K,2,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.",Never,Monthly,6,7,2,Yes
589,Female,89,Widowed,No,HS Grad,Retired,Yes,Democrat,Consrv,White,$20K-$30K,2,Rural,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,3,3,1,Yes
590,Male,18,Never Married,No,HS Grad,Unemployed,No,Democrat,Liberal,Asian,$150K+,1,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Weekly,3,9,2,Yes
591,Male,16,Never Married,No,Some HS,Part Time,No,No Preference,Unknown,White,$50K-$75K,1,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,2,6,2,Yes
592,Female,99,Refused,No,Bach Degree,Unemployed,No,Democrat,Liberal,White,Refused,2,Suburb,Definitely,No,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,6,0,1,Yes
593,Male,71,Married,No,HS Grad,Full Time,No,Independent,Moderate,White,$150K+,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,9,0,No
594,Male,66,Married,No,Bach Degree,Full Time,No,Independent,Consrv,White,Refused,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,6,0,2,Yes
595,Male,36,Married,Yes,Grad School,Full Time,No,Democrat,Moderate,White,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,8,9,2,Yes
596,Male,55,Married,No,Some HS,Full Time,No,Unknown,Moderate,Asian,$10K-$20K,4,Large City,Not Registered,Yes,No,No,Unknown,Yes,Never,Never,Unknown,2,2,0,No
597,Female,68,Married,No,Some Grad School,Retired,No,Democrat,Very Liberal,White,$100K-$150K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,7,8,1,Yes
598,Male,31,Married,No,Some College,Full Time,No,Democrat,Moderate,White,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,4,9,1,Yes
599,Female,58,Married,No,Some College,Full Time,No,Independent,Moderate,White,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,4,9,1,Yes
600,Male,52,Married,Yes,HS Grad,Full Time,No,Independent,Moderate,Black,$50K-$75K,1,Large City,Definitely,Yes,Yes,Yes,Dial-Up,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,3,6,1,Yes
601,Male,70,Married,No,Grad School,Retired,Yes,Independent,Very Consrv,Refused,$30K-$40K,1,Suburb,Definitely,No,Yes,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,8,4,1,Yes
602,Female,61,Married,No,Assoc Degree,Full Time,No,Democrat,Moderate,Black,$100K-$150K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,8,1,Yes
603,Female,33,Cohabitating,No,Grad School,Full Time,No,Democrat,Very Liberal,White,$75K-$100K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,7,1,Yes
604,Male,70,Married,No,HS Grad,Retired,Yes,Independent,Consrv,Black,<$10K,2,Large City,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,1,0,No
605,Female,58,Widowed,No,Bach Degree,Retired,No,Democrat,Consrv,Black,$30K-$40K,1,Small City or Town,Definitely,Yes,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,4,2,Yes
606,Female,56,Married,No,Grad School,Full Time,No,Democrat,Moderate,White,$100K-$150K,4,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,8,2,Yes
607,Female,82,Widowed,No,Some HS,Retired,No,Democrat,Consrv,Black,$20K-$30K,1,Unknown,Definitely,No,Yes,No,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,2,3,2,Yes
608,Male,70,Married,No,Grad School,Part Time,No,Refused,Consrv,White,Refused,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,8,0,2,Yes
